"index","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","package","hiearchy","packagepercentcomplete","ring","feeder","packagehomesearned","rolluphomesearned","downstreamhomes"
54,Complete,29967.0,"","0.0",0,Sent To Construction,Medina Fiber,"",27293,"","","0.0","0.0","","","","","","","2022-04-22","","3",0.0,0.0,0,"2022-04-20","","2022-04-20","2021-06-09",29779,0,"2022-02-28","2022-04-20","","1.0","2022-04-20",0,"2022-03-14",-2486.0,NO,64,Permits Submitted,,"2022-02-23",Construction Complete,MEB Ring,F1,1.0,MEB Ring,"",897,5982,5980
55,Complete,25426.0,"","0.0",0,Sent to Construction,Medina Fiber,"",24305,"","","0.0","0.0","2021-04-03","","",MEB05,"","2021-04-21","2022-04-20","","3",0.0,0.0,0,"2022-02-28","","2022-03-14","2021-06-09",15641,0,"2022-02-28","2022-02-28","","1.0","2022-03-14",0,"2022-03-14","8664.0",YES,12,Permits Approved,,"2021-08-27",LIT,MEB05-1,F2,1.0,MEB Ring,MEB05-1,351,852,1003
56,Complete,17344.0,"8/20/21","344.0",0,Sent to Construction,Medina Fiber,YES,34393,"","","1.0","345.0","2021-04-12","432.0","18105.0",MEB05,"6/18/21","2021-04-04","2021-04-09","","3",0.0,1.0,18105,"2022-02-28","","2022-03-14","2021-06-09",39140,0,"2022-02-28","2022-02-28","","1.0","2022-03-14",0,"2022-03-14",-4747.0,YES,3,Permits Approved,"2021-08-31","2021-08-27",LIT,CM02,F3,1.0,MEB Ring,MEB05-1,172,172,345
57,Complete,13406.0,"8/20/21","232.0",0,Sent to Construction,Medina Fiber,YES,32670,"","","1.0","233.0","2021-04-12","288.0","17915.0",MEB05,"6/18/21","2021-04-22","2021-06-07","","3",0.0,1.0,17915,"2022-02-28","","2022-03-14","2021-11-04",36835,0,"2022-02-28","2022-02-28","","1.0","2022-03-14",0,"2022-03-14",-4165.0,YES,3,Permits Approved,"2021-08-31","2021-08-27",LIT,CM03,F3,1.0,MEB Ring,MEB05-1,116,116,233
58,Complete,9772.0,"8/20/21","247.0",0,Sent to Construction,Medina Fiber,YES,31942,"","","0.0","247.0","2021-04-03","288.0","17054.0",MEB05,"6/18/21","2021-04-21","2021-05-06","","3",0.0,1.0,17054,"2022-02-28","","2022-03-14","2021-06-09",32052,0,"2022-02-28","2022-02-28","","1.0","2022-03-14",0,"2022-03-14",-110.0,YES,4,Permits Approved,"2021-08-31","2021-08-27",LIT,CM04,F3,1.0,MEB Ring,MEB05-1,124,124,247
59,Complete,5553.0,"8/20/21","172.0",0,Sent to Construction,Medina Fiber,YES,18777,"","","6.0","178.0","2021-04-21","288.0","16030.0",MEB05,"6/18/21","2021-04-28","2021-07-12","","3",0.0,1.0,16030,"2022-06-15","2022-06-27","2022-06-17","2021-12-10",15295,0,"2022-04-25","2022-06-15","","1.0","2022-06-17",0,"2022-05-09","3482.0",YES,2,Permits Approved,"2021-08-30","2021-08-19",LIT,CM01,F3,1.0,MEB Ring,MEB05-1,89,89,178
60,Complete,625.0,"","0.0",0,Sent to Construction,Medina Fiber,"",712,"","","0.0","0.0","","","",MEB06,"","","2022-04-20","","3",0.0,0.0,0,"2022-03-18","","2022-03-21","2021-08-02",653,0,"2022-02-28","2022-03-18","","1.0","2022-03-21",0,"2022-03-14","59.0",YES,1,Permits Approved,,"2021-06-25",LIT,MEB06-1,F2,1.0,MEB Ring,MEB06-1,38,92,108
61,Complete,2464.0,"8/20/21","108.0",0,Sent to Construction,Medina Fiber,YES,13131,"","","0.0","108.0","2021-06-08","144.0","6974.0",MEB06,"6/18/21","2021-06-09","2021-06-21","","3",0.0,1.0,6974,"2022-03-18","","2022-03-21","2021-08-02",9372,1337,"2022-03-07","2022-03-18","","1.0","2022-03-21",187,"2022-03-21","3759.0",YES,1,Permits Approved,"2021-07-01","2021-06-25",LIT,MS03,F3,1.0,MEB Ring,MEB06-1,54,54,108
62,Complete,0.0,"","0.0",0,Sent to Construction,Medina Fiber,"",53,"","","0.0","0.0","2022-06-11","","",MEB04,"","2021-06-16","2022-04-22","","3",0.0,0.0,0,"2022-05-09","","2022-05-09","",0,0,"2022-03-12","2022-05-09","","1.0","2022-05-09",0,"2022-03-26","53.0",YES,1,Permits Approved,,"2021-07-01",LIT,MEB04-1,F2,1.0,MEB Ring,MEB04-1,60,146,171
63,Complete,1167.0,"8/20/21","171.0",0,Sent to Construction,Medina Fiber,YES,11808,"","","0.0","171.0","2021-06-11","288.0","9632.0",MEB04,"6/18/21","2021-06-16","2021-06-29","","3",0.0,1.0,9632,"2022-05-04","","2022-05-05","2021-08-09",11442,0,"2022-04-11","2022-05-04","","1.0","2022-05-05",0,"2022-04-25","366.0",YES,1,Permits Approved,"2021-07-12","2021-07-01",LIT,MS12,F3,1.0,MEB Ring,MEB04-1,86,86,171
64,Complete,2554.0,"","0.0",0,Sent to Construction,Medina Fiber,"",2511,"","","0.0","0.0","2021-05-12","","",MEB06,"","2021-06-04","2022-04-22","","3",0.0,0.0,0,"2022-03-25","","2022-03-31","2021-06-03",2480,0,"2022-03-21","2022-03-25","","1.0","2022-03-31",0,"2022-04-04","31.0",YES,3,Permits Approved,,"2021-06-23",LIT,MEB06-2,F2,1.0,MEB Ring,MEB06-2,146,354,416
65,Complete,0.0,"8/20/21","88.0",0,Sent to Construction,Medina Fiber,YES,5171,"","","2.0","90.0","2021-05-19","144.0","6331.0",MEB06,"6/18/21","2021-05-21","2021-06-09","","3",0.0,1.0,6331,"2022-03-25","","2022-03-31","2021-06-30",5171,0,"2022-03-21","2022-03-25","","1.0","2022-03-31",0,"2022-04-04","0.0",YES,1,Permits Approved,"2021-06-09","2021-06-03",LIT,MS08,F3,1.0,MEB Ring,MEB06-2,45,45,90
66,Complete,2680.0,"8/20/21","102.0",0,Sent to Construction,Medina Fiber,YES,8476,"","","0.0","102.0","2021-06-02","144.0","5006.0",MEB06,"6/18/21","2021-06-04","2021-06-17","","3",0.0,1.0,5006,"2022-04-01","","2022-04-04","2021-07-02",8440,0,"2022-03-21","2022-04-01","","1.0","2022-04-04",0,"2022-04-04","36.0",YES,1,Permits Approved,"2021-06-30","2021-06-23",LIT,MS07,F3,1.0,MEB Ring,MEB06-2,51,51,102
67,Complete,7409.0,"8/20/21","224.0",0,Sent to Construction,Medina Fiber,YES,20202,"","","0.0","224.0","2021-05-12","288.0","12038.0",MEB06,"6/18/21","2021-05-18","2021-05-24","","3",0.0,1.0,12038,"2022-04-01","","2022-04-06","2021-07-01",20202,0,"2022-03-21","2022-04-01","","1.0","2022-04-06",0,"2022-04-04","0.0",YES,1,Permits Approved,"2021-05-24","2021-05-18",LIT,MS23,F3,1.0,MEB Ring,MEB06-2,112,112,224
68,Complete,8164.0,"","0.0",0,Sent to Construction,Medina Fiber,"",7361,"","","0.0","0.0","2021-05-21","","",MEB06,"","2021-05-20","2022-04-22","","3",0.0,0.0,0,"2022-05-17","","2022-03-21","",7326,0,"2022-03-21","2022-05-17","","1.0","2022-03-21",0,"2022-04-04","35.0",YES,18,Not Submitted,,"2022-02-23",LIT,MEB06-3,F2,1.0,MEB Ring,MEB06-3,507,1232,1450
69,Complete,0.0,"8/20/21","78.0",0,Sent to Construction,Medina Fiber,YES,2339,"","","2.0","80.0","2021-05-19","144.0","6006.0",MEB06,"6/18/21","2021-05-20","2021-06-09","","3",0.0,1.0,6006,"2022-03-25","","2022-03-31","2021-07-02",2339,0,"2022-03-21","2022-03-25","","1.0","2022-03-31",0,"2022-04-04","0.0",YES,2,Permits Approved,"2022-01-19","2021-12-06",LIT,MS04,F3,1.0,MEB Ring,MEB06-3,40,40,80
70,Complete,3036.0,"8/20/21","129.0",0,Sent to Construction,Medina Fiber,YES,10746,"","","0.0","129.0","2021-06-07","288.0","9559.0",MEB06,"6/18/21","2021-06-10","2021-06-23","","3",0.0,1.0,9559,"2022-04-06","","2022-04-07","2021-08-30",10746,0,"2022-03-21","2022-04-06","","1.0","2022-04-07",0,"2022-04-04","0.0",YES,1,Permits Approved,"2021-07-08","2021-06-25",LIT,MS05,F3,1.0,MEB Ring,MEB06-3,64,64,129
71,Complete,3189.0,"8/20/21","202.0",0,Sent to Construction,Medina Fiber,YES,12674,"","","0.0","202.0","2021-05-21","288.0","12208.0",MEB06,"6/18/21","2021-06-01","2021-06-08","","3",0.0,1.0,12208,"2022-04-11","","2022-04-22","2021-06-28",12525,0,"2022-04-11","2022-04-11","","1.0","2022-04-22",0,"2022-04-25","149.0",YES,1,Permits Approved,"2021-06-10","2021-06-08",LIT,MS06,F3,1.0,MEB Ring,MEB06-3,101,101,202
72,Complete,2824.0,"8/20/21","95.0",0,Sent to Construction,Medina Fiber,YES,10366,"","","0.0","95.0","2021-06-09","144.0","7832.0",MEB06,"6/18/21","2021-06-10","2021-06-30","","3",0.0,1.0,7832,"2022-05-14","","2022-05-18","2022-04-04",10366,0,"2022-04-25","2022-05-14","","1.0","2022-05-18",0,"2022-05-09","0.0",YES,1,Permits Approved,"2021-08-16","2021-08-02",LIT,LF07,F3,1.0,MEB Ring,MEB06-3,48,48,95
73,Complete,0.0,"8/20/21","136.0",0,Sent to Construction,Medina Fiber,YES,7359,"","","0.0","136.0","2021-06-08","288.0","6287.0",MEB06,"6/18/21","2021-06-15","2021-06-28","","3",0.0,1.0,6287,"2022-03-25","","2022-03-31","2021-08-02",7359,0,"2022-04-25","2022-03-25","","1.0","2022-03-31",0,"2022-05-09","0.0",YES,1,Permits Approved,"2021-07-01","2021-06-25",LIT,MS01,F3,1.0,MEB Ring,MEB06-3,68,68,136
74,Complete,2993.0,"8/20/21","257.0",0,Sent To Construction,Medina Fiber,YES,11390,"",MDU,"22.0","279.0","2022-01-21","432.0","9971.0",MEB06,"6/18/21","2022-01-27","2022-02-16","","3",0.0,1.0,9971,"2022-05-26","","2022-05-31","2022-04-04",11392,0,"2022-05-16","2022-05-26","","1.0","2022-05-31",0,"2022-05-30",-2.0,YES,2,Permits Approved,"2022-03-02","2022-02-23",LIT,MC04,F3,1.0,MEB Ring,MEB06-3,140,140,279
75,Complete,1915.0,"8/20/21","103.0",0,Sent To Construction,Medina Fiber,YES,5580,"","","1.0","104.0","2021-08-12","288.0","9150.0",MEB06,"6/18/21","2021-08-19","2021-10-13","","3",0.0,1.0,9150,"2022-05-21","","2022-05-20","2022-04-04",5601,0,"2022-05-16","2022-05-21","","1.0","2022-05-20",0,"2022-05-30",-21.0,YES,1,Permits Approved,"2021-12-03","2021-10-13",LIT,MC03,F3,1.0,MEB Ring,MEB06-3,52,52,104
76,Complete,2187.0,"8/20/21","202.0",0,"",Medina Fiber,"",5934,"",HOA,"0.0","202.0","2022-08-30","288.0","4332.0",MEB06,"6/18/21","2022-09-06","","","3",0.0,1.0,4332,"2022-04-01","","2022-04-06","2022-02-01",0,0,"2022-05-16","2022-04-01","","1.0","2022-04-06",0,"2022-05-30","5934.0",YES,2,Not Submitted,,,LIT,MC02.1,F3,1.0,MEB Ring,MEB06-3,101,101,202
77,Complete,3709.0,"8/20/21","149.0",0,Sent to Construction,Medina Fiber,YES,14009,"","","1.0","150.0","2021-05-27","288.0","11478.0",MEB06,"6/18/21","2021-06-16","2021-06-24","","3",0.0,1.0,11478,"2022-04-07","","2022-04-12","2021-11-18",14009,0,"2022-05-16","2022-04-07","","1.0","2022-04-12",0,"2022-05-30","0.0",YES,1,Permits Approved,"2021-08-30","2021-06-30",LIT,MS02,F3,1.0,MEB Ring,MEB06-3,75,75,150
78,Complete,1448.0,"8/20/21","38.0",0,Sent To Construction,Medina Fiber,"",2961,"",MDU,"35.0","73.0","2022-01-25","144.0","",MEB06,"6/18/21","2022-01-27","2022-02-17","","3",0.0,0.0,0,"2022-06-13","","2022-07-08","2022-04-30",3972,0,"2022-05-16","2022-06-13","","1.0","2022-07-08",0,"2022-07-18",-1011.0,YES,6,Not Submitted,,,LIT,MC03.1,F3,1.0,MEB Ring,MEB06-3,36,36,73
79,"",2462.0,"","0.0",0,"",Medina Fiber,"",1903,"","","0.0","0.0","","","",MEB04,"","","","","3",0.0,0.0,0,"2022-05-17","","2022-06-13","2022-03-01",2061,0,"2022-04-15","2022-05-17","","1.0","2022-06-13",0,"2022-04-29",-158.0,YES,3,Permits Approved,,"2021-09-22",LIT,MEB04-3,F2,1.0,MEB Ring,MEB04-3,76,185,218
80,Complete,1281.0,"8/20/21","92.0",0,Sent To Construction,Medina Fiber,YES,5726,"","","0.0","92.0","2021-06-07","144.0","9867.0",MEB04,"6/18/21","2021-08-04","2021-09-22","","3",0.0,1.0,9867,"2022-05-20","","2022-05-23","2022-02-28",5721,0,"2022-05-16","2022-05-20","","1.0","2022-05-23",0,"2022-05-30","5.0",YES,1,Permits Approved,"2021-09-23","2021-09-22",LIT,MS14,F3,1.0,MEB Ring,MEB04-3,46,46,92
81,Complete,0.0,"8/20/21","126.0",0,"",Medina Fiber,YES,53,"",Both,"0.0","126.0","2022-08-30","144.0","",MEB04,"6/18/21","2022-09-26","","","3",0.0,0.0,0,"2022-05-04","","2022-07-07","2021-11-22",53,0,"2022-06-23","2022-05-04","","1.0","2022-07-07",0,"2022-07-07","0.0",YES,2,Permits Approved,"2022-04-04",,LIT,MS14.1,F3,1.0,MEB Ring,MEB04-3,63,63,126
82,"",8504.0,"","0.0",0,"",Medina Fiber,"",5801,"","","0.0","0.0","","","",MEB04,"","","","","3",0.0,0.0,0,"2022-06-23","2022-07-05","2022-06-20","",5768,0,"2022-05-16","2022-06-23","","1.0","2022-06-20",0,"2022-05-30","33.0",YES,14,Not Submitted,,"2021-09-09",LIT,MEB04-2,F2,1.0,MEB Ring,MEB04-2,381,926,1089
83,Complete,1013.0,"8/20/21","174.0",0,Sent to Construction,Medina Fiber,"",10538,"","","0.0","174.0","2021-05-27","288.0","10477.0",MEB04,"6/18/21","2021-06-10","2021-06-23","","3",0.0,1.0,10477,"2022-05-28","","2022-05-31","2021-08-19",10536,0,"2022-06-01","2022-05-28","","1.0","2022-05-31",0,"2022-06-15","2.0",YES,2,Not Submitted,,,LIT,MS11,F3,1.0,MEB Ring,MEB04-2,87,87,174
84,Complete,3484.0,"8/20/21","175.0",0,Sent to Construction,Medina Fiber,YES,8579,"",HOA,"0.0","175.0","2021-05-27","288.0","15667.0",MEB04,"6/18/21","2021-06-03","2021-06-17","","3",0.0,1.0,15667,"2022-06-07","","2022-06-08","2021-07-21",7822,0,"2022-06-01","2022-06-07","","1.0","2022-06-08",0,"2022-06-15","757.0",YES,2,Permits Approved,"2022-06-11",,LIT,MS15,F3,1.0,MEB Ring,MEB04-2,88,88,175
85,Complete,2683.0,"8/20/21","166.0",0,Sent To Construction,Medina Fiber,YES,11612,"","","9.0","180.0","2021-07-26","288.0","12165.0",MEB04,"6/18/21","2021-07-29","2021-09-20","","3",0.0,1.0,12165,"2022-07-07","","2022-07-07","2022-04-04",11482,0,"2022-06-22","2022-07-07","","1.0","2022-07-07",0,"2022-07-06","130.0",YES,1,Permits Approved,"2021-09-23","2021-09-09",LIT,MC01,F3,1.0,MEB Ring,MEB04-2,90,90,180
86,Complete,0.0,"8/20/21","401.0",0,"",Medina Fiber,"",3,"",MDU,"10.0","402.0","2022-08-30","432.0","",MEB04,"6/18/21","2022-09-12","","","3",0.0,0.0,0,"2022-07-07","","2022-07-07","2022-05-16",3,0,"2022-06-23","2022-07-07","","1.0","2022-07-07",0,"2022-07-07","0.0",YES,3,Not Submitted,,,LIT,MC01.1,F3,1.0,MEB Ring,MEB04-2,201,201,402
87,Complete,375.0,"8/20/21","86.0",0,"",Medina Fiber,"",3104,"",HOA,"0.0","86.0","2022-03-17","","2639.0",MEB04,"6/18/21","2022-08-30","","","3",0.0,1.0,2639,"2022-06-24","","2022-07-07","2022-05-02",0,0,"2022-06-23","2022-06-24","","1.0","2022-07-07",0,"2022-07-07","3104.0",YES,2,Not Submitted,,,LIT,MS10,F3,1.0,MEB Ring,MEB04-2,43,43,86
88,Complete,778.0,"8/20/21","64.0",0,"",Medina Fiber,"",3181,"",HOA,"8.0","72.0","2022-03-15","","5235.0",MEB04,"6/18/21","2022-03-18","","","3",0.0,1.0,5235,"2022-06-24","","2022-07-07","2021-11-11",0,0,"2022-06-23","2022-06-24","","1.0","2022-07-07",0,"2022-07-07","3181.0",YES,4,Not Submitted,,,LIT,MS09,F3,1.0,MEB Ring,MEB04-2,36,36,72
89,"",7067.0,"","0.0",0,"",Medina Fiber,"",6314,"","","0.0","0.0","","","",MEB03,"","","","","3",0.0,0.0,0,"2022-07-11","","2022-07-10","",6284,0,"2022-06-24","2022-07-11","","1.0","2022-07-10",0,"2022-07-08","30.0",YES,4,Permits Approved,,"2021-10-05",LIT,MEB03-1,F2,1.0,MEB Ring,MEB03-1,258,626,736
90,Complete,1347.0,"8/20/21","116.0",0,Sent To Construction,Medina Fiber,YES,6362,"",MDU,"3.0","119.0","2021-06-30","288.0","6644.0",MEB03,"6/18/21","2021-07-28","2021-09-29","","3",0.0,1.0,6644,"2022-07-02","","2022-07-08","2021-12-01",6359,0,"2022-07-04","2022-07-02","","1.0","2022-07-08",0,"2022-07-18","3.0",YES,1,Permits Approved,"2021-10-29","2021-10-05",LIT,MS21,F3,1.0,MEB Ring,MEB03-1,60,60,119
91,Complete,2836.0,"8/20/21","223.0",0,Sent to Construction,Medina Fiber,YES,17054,"","","0.0","223.0","2021-06-28","288.0","9939.0",MEB03,"6/18/21","2021-07-01","2021-07-20","","3",0.0,1.0,9939,"2022-07-12","2022-06-27","2022-07-11","2022-04-04",17056,0,"2022-06-24","2022-07-12","","1.0","2022-07-11",0,"2022-07-08",-2.0,YES,1,Permits Approved,"2021-08-02","2021-07-21",LIT,MS18,F3,1.0,MEB Ring,MEB03-1,112,112,223
92,Complete,4387.0,"8/20/21","205.0",0,Sent to Construction,Medina Fiber,YES,17489,"","","0.0","205.0","2021-06-23","288.0","10412.0",MEB03,"6/18/21","2021-06-24","2021-07-16","","3",0.0,1.0,10412,"2022-07-11","2022-06-27","2022-07-10","2022-05-02",17490,0,"2022-06-24","2022-07-11","","1.0","2022-07-10",0,"2022-07-08",-1.0,YES,1,Permits Approved,"2021-08-02","2021-07-20",LIT,MS17,F3,1.0,MEB Ring,MEB03-1,102,102,205
93,Complete,4993.0,"8/20/21","188.0",0,Sent to Construction,Medina Fiber,YES,13095,"","","1.0","189.0","2021-06-21","288.0","9970.0",MEB03,"6/18/21","2021-06-24","2021-07-14","","3",0.0,1.0,9970,"2022-07-11","","2022-07-10","2022-05-03",13091,0,"2022-06-24","2022-07-11","","1.0","2022-07-10",0,"2022-07-08","4.0",YES,1,Permits Approved,"2021-07-29","2021-07-15",LIT,MS16,F3,1.0,MEB Ring,MEB03-1,94,94,189
94,"",12344.0,"","0.0",0,"",Medina Fiber,"",11170,"","","0.0","0.0","","","",MEB03,"","","","","3",0.0,0.0,0,"2022-07-13","","2022-07-13","",10510,0,"2022-07-04","2022-07-13","","1.0","2022-07-13",0,"2022-07-18","660.0",YES,8,Not Submitted,,"2021-08-13",LIT,MEB03-2,F2,1.0,MEB Ring,MEB03-2,276,672,789
95,Complete,242.0,"8/20/21","64.0",0,"",Medina Fiber,YES,1652,"",HOA,"0.0","64.0","2022-03-14","144.0","2000.0",MEB03,"6/18/21","2022-03-18","","","3",0.0,1.0,2000,"2022-05-04","","2022-07-07","2021-11-16",1452,0,"2022-06-24","2022-05-04","","1.0","2022-07-07",0,"2022-07-08","200.0",YES,2,Permits Approved,"2022-08-04",,LIT,MS13.1,F3,1.0,MEB Ring,MEB03-2,32,32,64
96,Complete,976.0,"8/20/21","115.0",0,"",Medina Fiber,"",2574,"",MDU,"0.0","115.0","2022-03-18","144.0","3091.0",MEB03,"6/18/21","2022-08-31","","","3",0.0,1.0,3091,"2022-07-02","","2022-07-07","2022-02-24",0,0,"2022-06-24","2022-07-02","","1.0","2022-07-07",0,"2022-07-08","2574.0",YES,2,Not Submitted,,,LIT,MS20,F3,1.0,MEB Ring,MEB03-2,58,58,115
97,Complete,2467.0,"8/20/21","187.0",0,Sent to Construction,Medina Fiber,YES,13334,"","","0.0","187.0","2021-06-25","288.0","9403.0",MEB03,"6/18/21","2021-06-30","2021-07-19","","3",0.0,1.0,9403,"2022-07-07","2022-06-30","2022-07-08","2022-01-27",13314,0,"2022-07-04","2022-07-07","","1.0","2022-07-08",0,"2022-07-18","20.0",YES,1,Permits Approved,"2021-08-02","2021-07-20",LIT,MS19,F3,1.0,MEB Ring,MEB03-2,94,94,187
98,Complete,910.0,"8/20/21","64.0",0,Sent to Construction,Medina Fiber,YES,4237,"","","0.0","64.0","2021-07-12","144.0","4605.0",MEB03,"6/18/21","2021-07-15","2021-08-12","","3",0.0,1.0,4605,"2022-07-12","","2022-07-11","2022-01-13",2713,0,"2022-07-04","2022-07-12","","1.0","2022-07-11",0,"2022-07-18","1524.0",YES,1,Permits Approved,"2021-08-30","2021-08-13",LIT,MS22,F3,1.0,MEB Ring,MEB03-2,32,32,64
99,Complete,6013.0,"8/20/21","212.0",0,Sent to Construction,Medina Fiber,YES,19789,"","","0.0","212.0","2021-06-29","288.0","12404.0",MEB03,"6/18/21","2021-07-01","2021-07-20","","3",0.0,1.0,12404,"2022-07-13","2022-06-30","2022-07-13","2022-04-04",17987,0,"2022-07-04","2022-07-13","","1.0","2022-07-13",0,"2022-07-18","1802.0",YES,1,Permits Approved,"2021-08-12","2021-07-21",LIT,MS26,F3,1.0,MEB Ring,MEB03-2,106,106,212
100,Complete,6150.0,"8/20/21","147.0",0,Sent to Construction,Medina Fiber,YES,12376,"","","0.0","147.0","2021-07-01","288.0","7713.0",MEB03,"6/18/21","2021-07-06","2021-08-02","","3",0.0,1.0,7713,"2022-07-11","","2022-07-10","2022-02-07",12512,0,"2022-07-04","2022-07-11","","1.0","2022-07-10",0,"2022-07-18",-136.0,YES,1,Permits Approved,"2021-08-10","2021-08-04",LIT,MS27,F3,1.0,MEB Ring,MEB03-2,74,74,147
101,Complete,8997.0,"","0.0",0,Sent To Construction,Medina Fiber,"",8872,"2022-12-05","","0.0","0.0","","","","","","","2022-07-07","2022-11-28","3",0.0,0.0,0,"2022-07-22","","2022-08-11","2022-05-19",8284,0,"2022-07-22","2022-07-22","2022-11-28","1.0","2022-08-11",0,"2022-08-05","588.0",NO,40,Permits Submitted,,"2022-10-20",Construction Complete,MEA Ring,F1,1.0,MEA Ring,"",754,4785,5024
102,"",1950.0,"","0.0",0,Sent To Construction,Medina Fiber,"",1491,"","","0.0","0.0","","","",MEA01,"","","2022-04-21","2022-08-23","3",0.0,0.0,0,"2022-07-22","2022-07-19","2022-08-11","2022-05-11",1288,0,"2022-07-22","2022-07-22","2022-08-23","1.0","2022-08-11",0,"2022-08-05","",YES,1,Permits Approved,,"2021-10-12",LIT,MEA01-1,F2,1.0,MEA Ring,MEA01-1,53,129,152
103,Complete,1457.0,"8/20/21","133.0",0,Sent To Construction,Medina Fiber,YES,8437,"","","19.0","152.0","2021-08-16","288.0","6242.0",MEA01,"6/18/21","2021-08-26","2022-04-22","2022-07-21","3",0.0,1.0,6242,"2022-07-22","","2022-08-11","2022-05-11",9347,0,"2022-07-22","2022-07-22","2022-07-21","1.0","2022-08-11",0,"2022-08-05",-910.0,YES,1,Permits Approved,"2021-10-29","2021-10-12",LIT,MC10,F3,1.0,MEA Ring,MEA01-1,76,76,152
104,"",3909.0,"","0.0",0,Sent To Construction,Medina Fiber,YES,1643,"2022-10-04","","0.0","0.0","","","",MEA01,"","","2022-05-03","2022-09-27","3",0.0,0.0,0,"2022-09-26","","2022-09-29","2022-07-26",3101,0,"2022-09-16","2022-09-26","2022-09-27","1.0","2022-09-29",0,"2022-09-30",-1458.0,YES,2,Permits Approved,"2022-05-19","2022-02-22",LIT,MEA01-2,F2,1.0,MEA Ring,MEA01-2,106,257,302
105,Complete,748.0,"8/20/21","77.0",0,Sent To Construction,Medina Fiber,YES,7059,"2022-11-17","","39.0","116.0","2021-08-16","288.0","6971.0",MEA01,"6/18/21","2021-09-21","2022-05-05","2022-09-27","3",0.0,1.0,6971,"2022-09-26","","2022-09-29","2022-07-26",8604,0,"2022-09-29","2022-09-26","2022-09-27","1.0","2022-09-29",0,"2022-10-13",-1545.0,YES,1,Permits Approved,"2021-11-17","2021-10-26",LIT,MC11,F3,1.0,MEA Ring,MEA01-2,58,58,116
106,Complete,2476.0,"8/20/21","169.0",0,Sent To Construction,Medina Fiber,YES,15059,"2022-11-09","","17.0","186.0","2022-01-06","288.0","10618.0",MEA01,"6/18/21","2022-01-12","2022-05-18","2022-10-04","3",0.0,1.0,10618,"2022-10-11","","2022-10-13","2022-07-07",15741,0,"2022-09-29","2022-10-11","2022-10-04","1.0","2022-10-13",0,"2022-10-13",-682.0,YES,1,Permits Approved,"2022-03-02","2022-02-22",LIT,MC35,F3,1.0,MEA Ring,MEA01-2,93,93,186
107,"",55.0,"","0.0",0,Sent To Construction,Medina Fiber,"",58,"2022-11-01","","0.0","0.0","","","",MEA01,"","","2022-04-26","2022-09-27","3",0.0,0.0,0,"2022-08-01","2022-07-19","2022-08-11","2022-06-23",0,0,"2022-07-29","2022-08-01","2022-09-27","1.0","2022-08-11",0,"2022-08-12","58.0",YES,2,Permits Submitted,,"2022-07-15",LIT,MEA01-3,F2,1.0,MEA Ring,MEA01-3,59,134,168
108,Complete,3367.0,"8/20/21","39.0",1524,Sent To Construction,Medina Fiber,"",4374,"","","114.0","150.0","2022-01-26","288.0","9274.0",MEA01,"6/18/21","2022-02-02","2022-05-02","2022-09-27","3",0.14113724763845156,0.8588627523615484,10798,"2022-08-09","","2022-08-11","2022-07-13",4344,0,"2022-07-29","2022-08-09","2022-09-27","1.0","2022-08-11",0,"2022-08-12","30.0",YES,2,Permits Submitted,,"2022-07-15",LIT,MC09,F3,1.0,MEA Ring,MEA01-3,75,75,150
109,"",0.0,"8/20/21","2.0",0,"",Medina Fiber,"",0,"","","16.0","18.0","2022-10-25","288.0","",MEA01,"6/18/21","","","","3",0.0,0.0,0,"","","","",0,0,"","","","0","",0,"","0",YES,0,No Permits,,,Planning,MC09.1,F3,0.0,MEA Ring,MEA01-3,0,0,18
110,"",2599.0,"","0.0",0,Sent To Construction,Medina Fiber,YES,1050,"2022-12-08","","0.0","0.0","","","",MEA01,"","","2022-05-02","2022-11-17","3",0.0,0.0,0,"2022-08-02","2022-08-03","2022-08-19","2022-08-01",1692,0,"2022-08-03","2022-08-02","2022-11-17","1.0","2022-08-19",0,"2022-08-17",-642.0,YES,2,Permits Approved,"2022-05-16","2021-10-13",LIT,MEA01-4,F2,1.0,MEA Ring,MEA01-4,99,241,282
